184	40	52
185	155	77
186	137	87
187	118	169
188	153	155
189	9	21
190	184	130
191	36	296
192	41	120
193	178	30
194	28	258
195	21	80
196	99	86
197	62	85
198	113	14
199	98	75
200	79	298
201	21	287
202	47	57
203	24	127
204	6	228
205	162	137
206	136	100
207	42	33
208	193	90
209	125	48
210	152	239
211	73	101
212	14	152
213	152	120
214	196	92
215	1	217
216	6	237
217	134	278
218	67	67
219	150	5
220	57	141
221	14	113
222	10	194
223	118	49
224	15	59
225	63	80
226	84	100
227	97	179
228	127	229
229	177	218
230	86	215
231	88	217
232	152	27
233	86	266
234	132	85
235	155	223
236	109	183
237	175	88
238	145	295
239	58	127
240	184	179
241	65	236
242	198	220
243	60	207
244	61	23
245	59	170
246	67	8
247	117	170
248	6	104
249	123	288
250	43	210
251	101	237
252	84	171
253	144	243
254	92	58
255	174	194
256	96	140
257	161	249
258	79	196
259	146	9
260	157	222
261	116	176
262	198	63
263	83	156
264	6	93
265	53	115
266	74	98
267	42	66
268	19	160
269	74	127
270	3	147
271	47	34
272	41	193
273	18	260
274	44	226
275	35	113
276	123	175
277	35	143
278	24	275
279	160	64
280	32	60
281	157	45
282	185	147
283	56	46
284	52	176
285	147	257
286	57	93
287	4	90
288	101	142
289	76	104
290	24	163
291	61	82
292	28	266
293	153	236
294	31	219
295	21	53
296	146	47
297	53	243
298	141	26
299	37	215
300	73	281
301	122	189
302	4	94
303	18	91
304	113	261
305	193	194
306	107	136
307	19	184
308	179	154
309	3	13
310	144	147
311	199	158
312	97	168
313	26	40
314	9	62
315	119	127
316	58	199
317	196	54
318	187	202
319	52	246
320	160	139
321	44	85
322	152	137
323	128	84
324	13	196
325	183	57
326	15	43
327	198	262
328	188	25
329	29	136
330	38	287
331	52	108
332	56	164
333	71	261
334	95	274
335	135	68
336	51	58
337	48	78
338	55	214
339	152	9
340	184	255
341	14	118
342	58	122
343	70	45
344	134	32
345	48	255
346	105	241
347	127	252
348	41	257
349	1	65
350	21	230
351	160	45
352	195	207
353	187	263
354	180	220
355	121	69
356	64	35
357	107	101
358	178	260
359	14	261
360	39	62
361	41	111
362	135	247
363	139	136
364	111	120
365	12	124
366	142	164
367	185	46
368	10	275
369	83	180
370	94	142
371	50	280
372	100	3
373	106	124
374	54	90
375	190	101
376	157	40
377	4	268
378	113	131
379	95	46
380	198	145
381	65	150
382	136	57
383	104	232
384	38	115
385	58	291
386	90	141
387	81	217
388	191	80
389	173	200
390	59	86
391	37	78
392	90	215
393	125	173
394	106	11
395	117	183
396	89	80
397	121	296
398	30	225
399	51	94
400	98	227
401	45	265
402	2	293
403	177	96
404	146	89
405	187	90
406	114	242
407	171	212
408	60	20
409	10	288
410	113	282
411	49	46
412	160	204
413	105	56
414	172	124
415	114	62
416	3	166
417	35	160
418	13	90
419	50	142
420	166	92
421	169	70
422	19	85
423	9	191
424	81	269
425	138	26
426	140	88
427	149	165
428	103	22
429	17	99
430	90	210
431	91	94
432	145	220
433	58	5
434	126	97
435	129	299
436	162	173
437	26	78
438	19	5
439	12	155
440	127	266
441	156	289
442	145	146
443	101	215
444	161	187
445	5	296
446	43	276
447	5	40
448	170	160
449	101	108
450	199	9
451	2	25
452	50	208
453	55	37
454	33	147
455	92	150
456	3	171
457	138	169
458	184	147
459	118	72
460	46	171
461	42	2
462	61	197
463	156	267
464	111	298
465	82	167
466	101	209
467	104	182
468	176	209
469	143	10
470	43	115
471	111	95
472	33	157
473	195	193
474	46	137
475	43	108
476	189	81
477	27	128
478	164	1
479	155	177
480	182	115
481	113	51
482	17	271
483	198	94
484	10	26
485	136	67
486	155	168
487	5	253
488	4	267
489	168	234
490	136	42
491	132	31
492	157	14
493	122	72
494	113	29
495	157	263
496	184	38
497	25	249
498	163	116
499	47	79
500	106	199
501	119	43
502	155	297
503	117	116
504	49	86
505	82	279
506	33	299
507	182	232
508	144	139
509	77	11
510	59	226
511	149	285
512	60	241
513	60	194
514	88	58
515	6	189
516	131	173
517	50	5
518	108	156
519	65	238
520	92	68
521	198	84
522	137	256
523	143	276
524	43	104
525	23	106
526	1	59
527	193	232
528	183	193
529	168	291
530	138	281
531	189	16
532	52	233
533	55	175
534	149	268
535	47	60
536	28	177
537	115	21
538	152	141
539	53	134
540	17	114
541	87	28
542	16	202
543	126	138
544	122	143
545	20	268
546	135	106
547	21	157
548	56	282
549	4	272
550	116	41
551	36	97
552	23	274
553	43	123
554	124	270
555	3	134
556	76	118
557	177	94
558	101	257
559	194	175
560	30	244
561	194	81
562	158	101
563	104	236
564	98	17
565	158	246
566	90	107
567	173	285
568	41	34
569	195	50
570	92	66
571	168	212
572	92	196
573	103	85
574	93	237
575	4	126
576	193	130
577	152	230
578	32	271
579	106	233
580	79	128
581	184	170
582	23	58
583	199	7
584	105	280
585	22	118
586	176	241
587	25	278
588	194	80
589	162	42
590	164	72
591	64	209
592	8	111
593	170	5
594	119	31
595	158	89
596	117	59
597	155	10
598	60	82
599	119	81
600	131	148
601	151	159
602	136	188
603	108	49
604	62	250
605	158	267
606	20	117
607	191	47
608	22	67
609	106	222
610	68	294
611	86	127
612	29	243
613	161	205
614	7	28
615	126	210
616	134	163
617	97	98
618	96	237
619	4	123
620	166	207
621	141	228
622	62	270
623	40	59
624	48	186
625	185	23
626	148	256
627	185	202
628	14	100
629	77	261
630	163	256
631	27	66
632	41	28
633	44	166
634	180	190
635	135	95
636	42	36
637	181	196
638	55	200
639	24	73
640	122	183
641	89	123
642	34	166
643	191	244
644	123	242
645	52	44
646	81	44
647	118	293
648	111	146
649	111	65
650	136	194
651	59	181
652	189	183
653	173	187
654	189	82
655	80	119
656	44	44
657	52	62
658	81	216
659	11	195
660	28	122
661	187	29
662	75	158
663	182	19
664	105	278
665	20	236
666	23	270
667	113	289
668	64	253
669	93	167
670	137	100
671	173	103
672	82	258
673	186	78
674	177	116
675	114	250
676	87	271
677	16	82
678	141	59
679	46	126
680	139	241
681	20	6
682	36	184
683	57	95
684	116	88
685	177	169
686	52	149
687	192	241
688	108	179
689	138	154
690	119	196
691	35	43
692	71	78
693	70	63
694	164	87
695	52	37
696	123	14
697	172	264
698	47	254
699	33	237
700	116	185
701	135	179
702	100	3
703	116	282
704	187	83
705	147	34
706	102	214
707	164	13
708	126	287
709	132	275
710	53	23
711	98	88
712	7	229
713	189	64
714	127	25
715	114	208
716	87	268
717	186	294
718	195	174
719	128	104
720	136	123
721	54	164
722	111	44
723	123	270
724	45	246
725	51	84
726	37	74
727	106	151
728	25	116
729	112	220
730	13	110
731	62	257
732	141	13
733	135	183
734	156	252
735	13	16
736	63	95
737	47	256
738	161	283
739	147	266
740	30	15
741	197	244
742	166	87
743	102	57
744	74	129
745	171	177
746	4	271
747	57	95
748	21	124
749	168	154
750	94	2
751	24	115
752	151	61
753	192	260
754	2	202
755	140	54
756	130	203
757	117	5
758	76	148
759	6	125
760	107	147
761	49	106
762	196	142
763	7	123
764	7	276
765	150	118
766	21	67
767	84	44
768	185	181
769	12	189
770	66	192
771	36	208
772	146	203
773	188	102
774	64	81
775	186	183
776	77	128
777	195	293
778	152	230
779	80	85
780	34	166
781	167	27
782	184	92
783	16	127
784	52	133
785	18	232
786	87	119
787	18	268
788	63	164
789	124	92
790	106	208
791	19	228
792	197	43
793	2	202
794	49	132
795	77	49
796	42	233
797	92	232
798	160	27
799	154	128
800	120	155
801	17	262
802	37	48
803	35	296
804	68	26
805	133	64
806	29	28
807	150	142
808	93	24
809	21	233
810	60	121
811	36	245
812	12	277
813	114	198
814	187	94
815	19	67
816	155	59
817	141	5
818	122	65
819	115	248
820	193	6
821	67	48
822	154	52
823	4	35
824	6	296
825	62	216
826	197	298
827	26	60
828	68	79
829	163	78
830	118	154
831	11	8
832	198	133
833	87	284
834	78	220
835	172	75
836	100	82
837	162	85
838	14	7
839	9	266
840	181	136
841	126	284
842	1	112
843	48	234
844	14	151
845	135	105
846	80	96
847	48	136
848	192	93
849	34	100
850	147	20
851	145	88
852	26	19
853	45	214
854	37	253
855	27	95
856	44	278
857	70	42
858	176	32
859	5	186
860	41	197
861	176	265
862	12	153
863	169	55
864	7	107
865	64	228
866	170	214
867	31	252
868	145	102
869	163	282
870	30	157
871	119	67
872	75	108
873	27	142
874	194	30
875	114	257
876	57	164
877	26	24
878	38	253
879	47	185
880	43	13
881	136	248
882	106	112
883	93	151
884	154	152
885	83	163
886	58	24
887	94	205
888	13	197
889	102	210
890	76	112
891	42	280
892	157	138
893	95	92
894	117	23
895	131	264
896	22	61
897	145	33
898	168	230
899	139	1
900	179	188
901	140	139
902	137	9
903	114	62
904	16	133
905	4	159
906	67	159
907	48	252
908	166	223
909	9	21
910	179	48
911	183	209
912	170	159
913	87	26
914	71	108
915	168	88
916	192	153
917	161	225
918	134	224
919	50	227
920	178	81
921	45	43
922	12	39
923	110	173
924	192	265
925	56	30
926	145	188
927	21	221
928	141	1
929	122	48
930	118	145
931	170	216
932	120	217
933	113	246
934	145	146
935	34	26
936	100	86
937	36	189
938	186	233
939	128	217
940	196	257
941	25	141
942	16	223
943	113	101
944	82	22
945	9	201
946	27	27
947	33	122
948	83	152
949	108	100
950	112	219
951	170	143
952	143	59
953	120	132
954	90	141
955	160	279
956	73	266
957	36	220
958	72	115
959	128	257
960	32	69
961	82	196
962	89	150
963	190	123
964	25	231
965	43	128
966	48	92
967	33	75
968	2	194
969	151	265
970	29	39
971	177	281
972	54	34
973	61	74
974	182	129
975	10	10
976	173	204
977	35	100
978	64	60
979	7	65
980	49	57
981	64	203
982	51	113
983	139	18
984	145	278
985	146	214
986	126	227
987	143	9
988	68	142
989	77	100
990	39	212
991	100	207
992	144	55
993	112	167
994	26	248
995	186	242
996	122	162
997	128	286
998	162	63
999	137	267
1000	83	74
1001	103	295
1002	140	100
1003	81	33
1004	193	44
1005	198	253
1006	162	211
1007	4	161
1008	138	188
1009	191	22
1010	163	42
1011	185	269
1012	198	276
1013	21	27
1014	24	228
1015	44	39
1016	158	148
1017	182	284
1018	38	154
1019	197	117
1020	156	136
1021	118	295
1022	167	26
1023	198	273
1024	104	30
1025	53	55
1026	51	183
1027	16	84
1028	64	185
1029	197	234
1030	47	94
1031	197	62
1032	185	259
1033	12	96
1034	157	22
1035	70	54
1036	128	170
1037	58	108
1038	110	283
1039	13	272
1040	185	58
1041	114	6
1042	99	11
1043	175	54
1044	83	191
1045	126	171
1046	105	63
1047	32	140
1048	93	115
1049	11	291
1050	7	203
1051	25	135
1052	150	26
1053	109	206
1054	64	215
1055	146	112
1056	111	25
1057	170	13
1058	149	291
1059	142	268
1060	197	263
1061	180	46
1062	88	233
1063	131	129
1064	82	247
1065	179	50
1066	178	28
1067	175	76
1068	14	36
1069	54	124
1070	98	56
1071	171	210
1072	181	77
1073	4	133
1074	71	35
1075	144	148
1076	134	48
1077	196	46
1078	155	291
1079	2	292
1080	86	34
1081	56	149
1082	164	170
1083	97	139
1084	41	180
1085	194	187
1086	140	90
1087	81	241
1088	5	61
1089	50	56
1090	152	64
1091	15	88
1092	21	121
1093	99	219
1094	22	218
1095	95	30
1096	22	88
1097	196	114
1098	181	108
1099	176	102
1100	154	166
1101	48	227
1102	29	30
1103	158	112
1104	151	54
1105	26	172
1106	144	247
1107	43	65
1108	8	295
1109	79	125
1110	15	225
1111	71	144
1112	25	261
1113	103	123
1114	63	8
1115	179	198
1116	64	272
1117	83	63
1118	195	96
1119	30	2
1120	122	36
1121	195	279
1122	119	270
1123	75	86
1124	17	230
1125	68	276
1126	193	139
1127	54	7
1128	40	228
1129	127	82
1130	116	115
1131	12	218
1132	57	140
1133	51	245
1134	83	2
1135	48	216
1136	167	118
1137	161	286
1138	155	127
1139	176	66
1140	99	70
1141	66	164
1142	137	292
1143	139	257
1144	128	118
1145	2	65
1146	136	263
1147	84	69
1148	12	75
1149	130	40
1150	130	168
1151	174	24
1152	105	186
1153	17	172
1154	131	94
1155	49	233
1156	175	124
1157	155	105
1158	12	154
1159	9	92
1160	154	119
1161	36	7
1162	199	8
1163	8	287
1164	193	173
1165	179	158
1166	155	225
1167	114	281
1168	72	75
1169	5	19
1170	178	37
1171	41	98
1172	30	70
1173	68	81
1174	21	22
1175	35	164
1176	41	103
1177	72	76
1178	77	255
1179	17	150
1180	117	39
1181	121	24
1182	83	215
1183	1	39
1184	168	251
1185	198	242
1186	98	294
1187	83	194
1188	39	254
1189	174	228
1190	137	230
1191	170	269
1192	81	105
1193	65	130
1194	78	95
1195	111	152
1196	34	156
1197	96	229
1198	104	37
1199	182	129
1200	47	63
1201	85	80
1202	16	110
1203	11	67
1204	185	214
1205	13	160
1206	195	96
1207	162	245
1208	55	211
1209	135	20
1210	79	171
1211	148	158
1212	57	146
1213	128	291
1214	101	195
1215	26	22
1216	187	133
1217	106	144
1218	69	176
1219	164	11
1220	59	31
1221	101	202
1222	51	6
1223	105	253
1224	141	198
1225	98	244
1226	89	253
1227	7	199
1228	94	269
1229	196	178
1230	145	25
1231	144	83
1232	118	297
1233	119	161
1234	158	101
1235	95	206
1236	177	193
1237	154	88
1238	13	20
1239	54	80
1240	191	238
1241	54	252
1242	32	94
1243	125	28
1244	82	260
1245	2	133
1246	121	68
1247	62	65
1248	76	69
1249	18	80
1250	84	297
1251	12	111
1252	37	241
1253	185	241
1254	16	222
1255	120	121
1256	126	215
1257	127	279
1258	162	263
1259	24	83
1260	73	152
1261	25	276
1262	65	10
1263	17	198
1264	67	166
1265	182	251
1266	195	2
1267	169	290
1268	148	269
1269	132	107
1270	77	246
1271	4	200
1272	54	181
1273	162	265
1274	118	113
1275	81	151
1276	22	243
1277	180	274
1278	173	41
1279	9	46
1280	144	80
1281	94	156
1282	165	228
1283	85	187
1284	174	200
1285	39	274
1286	44	228
1287	178	163
1288	98	137
1289	130	216
1290	44	60
1291	14	287
1292	31	123
1293	145	51
1294	21	278
1295	21	181
1296	171	152
1297	127	36
1298	71	148
1299	168	152
1300	36	57
1301	3	276
1302	37	146
1303	57	105
1304	184	107
1305	85	123
1306	97	96
1307	186	156
1308	40	153
1309	74	125
1310	8	77
1311	104	283
1312	113	177
1313	12	213
1314	25	232
1315	38	298
1316	123	43
1317	109	10
1318	38	44
1319	155	199
1320	26	113
1321	50	224
1322	101	207
1323	24	160
1324	115	36
1325	183	253
1326	25	127
1327	95	276
1328	134	20
1329	71	178
1330	86	172
1331	46	44
1332	34	129
1333	158	103
1334	155	270
1335	67	16
1336	146	212
1337	59	197
1338	2	232
1339	88	262
1340	94	158
1341	27	2
1342	170	104
1343	174	58
1344	134	186
1345	72	37
1346	158	56
1347	47	166
1348	31	31
1349	116	23
1350	179	233
1351	151	203
1352	157	260
1353	23	126
1354	26	244
1355	182	269
1356	125	144
1357	25	270
1358	88	66
1359	59	246
1360	112	180
1361	134	47
1362	108	64
1363	52	164
1364	94	222
1365	101	271
1366	39	110
1367	195	207
1368	153	137
1369	44	295
1370	47	135
1371	13	256
1372	141	139
1373	99	94
1374	13	100
1375	23	279
1376	161	227
1377	103	90
1378	22	180
1379	28	172
1380	121	169
1381	189	117
1382	62	3
1383	140	79
1384	100	130
1385	27	294
1386	199	92
1387	118	33
1388	107	245
1389	90	23
1390	143	284
1391	97	41
1392	125	173
1393	20	131
1394	170	204
1395	117	51
1396	64	194
1397	76	201
1398	100	202
1399	109	209
1400	152	70
1401	162	189
1402	40	40
1403	186	150
1404	34	122
1405	152	87
1406	31	19
1407	171	197
1408	16	244
1409	153	219
1410	182	80
1411	82	246
1412	169	289
1413	132	106
1414	185	275
1415	122	259
1416	54	225
1417	63	146
1418	28	257
1419	187	148
1420	129	179
1421	54	134
1422	184	89
1423	4	78
1424	158	216
1425	119	206
1426	181	244
1427	157	148
1428	164	296
1429	156	71
1430	95	174
1431	114	76
1432	159	268
1433	4	120
1434	150	111
1435	103	66
1436	175	82
1437	18	95
1438	1	289
1439	180	165
1440	189	120
1441	112	62
1442	65	276
1443	191	136
1444	192	245
1445	133	46
1446	16	210
1447	4	20
1448	5	5
1449	130	8
1450	56	185
1451	102	126
1452	41	113
1453	162	190
1454	146	142
1455	99	256
1456	18	70
1457	58	23
1458	4	110
1459	185	263
1460	187	169
1461	88	279
1462	141	110
1463	29	53
1464	51	6
1465	59	295
1466	64	263
1467	55	99
1468	178	42
1469	1	284
1470	22	97
1471	145	147
1472	65	243
1473	13	253
1474	83	283
1475	10	197
1476	18	231
1477	17	214
1478	36	174
1479	143	251
1480	47	191
1481	76	213
1482	37	152
1483	107	63
1484	191	287
1485	37	263
1486	73	293
1487	153	185
1488	168	284
1489	121	268
1490	61	90
1491	152	94
1492	194	190
1493	179	163
1494	158	168
1495	30	93
1496	85	50
1497	143	142
1498	188	4
1499	62	245
1500	55	255
1501	177	137
1502	152	52
1503	59	34
1504	1	141
1505	174	70
1506	195	246
1507	107	279
1508	175	21
1509	148	164
1510	122	297
1511	84	120
1512	161	262
1513	91	59
1514	52	89
1515	134	248
1516	128	235
1517	124	135
1518	83	91
1519	110	240
1520	68	235
1521	108	97
1522	137	275
1523	67	181
1524	126	235
1525	119	263
1526	55	228
1527	42	84
1528	87	145
1529	130	265
1530	143	30
1531	170	213
1532	159	14
1533	118	57
1534	40	25
1535	103	172
1536	103	282
1537	42	248
1538	91	29
1539	143	266
1540	108	254
1541	113	143
1542	140	238
1543	111	264
1544	116	103
1545	4	279
1546	130	200
1547	17	72
1548	187	249
1549	105	192
1550	65	43
1551	82	165
1552	54	7
1553	72	99
1554	110	114
1555	165	103
1556	153	228
1557	69	261
1558	107	113
1559	2	1
1560	98	213
1561	122	256
1562	14	176
1563	184	254
1564	172	290
1565	178	187
1566	114	24
1567	113	120
1568	88	4
1569	42	204
1570	87	68
1571	66	60
1572	103	202
1573	33	266
1574	65	64
1575	141	168
1576	164	157
1577	30	184
1578	106	166
1579	97	204
1580	20	154
1581	94	174
1582	98	62
1583	154	207
1584	40	283
1585	86	157
1586	34	99
1587	114	79
1588	77	124
1589	68	117
1590	85	11
1591	104	195
1592	53	100
1593	160	14
1594	185	285
1595	173	265
1596	105	158
1597	117	275
1598	151	224
1599	142	93
1600	180	142
1601	138	114
1602	156	55
1603	78	147
1604	191	265
1605	47	36
1606	43	29
1607	52	19
1608	198	246
1609	64	47
1610	81	218
1611	152	75
1612	16	163
1613	198	192
1614	149	195
1615	101	190
1616	140	9
1617	98	285
1618	70	43
1619	173	25
1620	188	94
1621	18	13
1622	143	224
1623	134	130
1624	54	157
1625	185	281
1626	86	166
1627	181	52
1628	141	132
1629	61	71
1630	38	225
1631	149	92
1632	76	179
1633	84	56
1634	121	92
1635	142	255
1636	190	71
1637	44	28
1638	128	216
1639	106	99
1640	174	169
1641	75	68
1642	144	171
1643	41	45
1644	24	95
1645	49	272
1646	167	190
1647	178	58
1648	113	235
1649	132	37
1650	66	146
1651	165	288
1652	161	24
1653	197	59
1654	67	245
1655	107	296
1656	182	292
1657	73	188
1658	75	156
1659	117	243
1660	79	81
1661	13	87
1662	13	242
1663	3	96
1664	68	8
1665	105	256
1666	12	123
1667	199	116
1668	147	124
1669	83	193
1670	117	2
1671	162	91
1672	156	77
1673	199	259
1674	54	81
1675	163	15
1676	40	255
1677	145	18
1678	84	162
1679	180	1
1680	14	200
1681	171	93
1682	59	203
1683	185	150
1684	195	293
1685	178	289
1686	21	282
1687	46	117
1688	92	229
1689	101	242
1690	162	45
1691	10	22
1692	42	143
1693	131	63
1694	137	282
1695	192	59
1696	102	124
1697	115	275
1698	30	150
1699	2	32
1700	66	149
1701	177	88
1702	76	255
1703	188	78
1704	124	100
1705	120	198
1706	7	29
1707	39	275
1708	123	234
1709	21	245
1710	5	215
1711	162	11
1712	3	209
1713	90	207
1714	73	93
1715	48	287
1716	150	120
1717	96	94
1718	52	227
1719	139	108
1720	107	119
1721	117	106
1722	68	91
1723	32	126
1724	44	197
1725	60	111
1726	80	58
1727	17	183
1728	137	256
1729	55	204
1730	80	76
1731	179	94
1732	19	193
1733	181	191
1734	123	264
1735	132	257
1736	18	223
1737	57	187
1738	27	138
1739	139	213
1740	107	11
1741	94	211
1742	3	261
1743	112	168
1744	63	260
1745	125	122
1746	96	5
1747	191	85
1748	100	83
1749	52	208
1750	80	157
1751	160	102
1752	199	133
1753	57	197
1754	181	138
1755	96	67
1756	32	169
1757	30	110
1758	156	58
1759	60	66
1760	17	103
1761	65	224
1762	51	76
1763	75	22
1764	157	1
1765	25	257
1766	40	1
1767	63	4
1768	47	40
1769	141	171
1770	118	270
1771	130	256
1772	78	121
1773	50	275
1774	173	177
1775	100	93
1776	194	13
1777	122	17
1778	41	17
1779	17	223
1780	14	64
1781	174	272
1782	67	186
1783	5	47
1784	51	41
1785	27	194
1786	97	219
1787	126	56
1788	138	140
1789	72	254
1790	1	138
1791	41	58
1792	100	245
1793	176	48
1794	78	78
1795	161	54
1796	10	288
1797	101	113
1798	6	223
1799	104	231
1800	76	28
1801	133	220
1802	91	256
1803	164	73
1804	83	128
1805	73	220
1806	139	71
1807	148	182
1808	3	203
1809	82	155
1810	147	259
1811	153	298
1812	65	287
1813	120	158
1814	46	76
1815	31	284
1816	189	176
1817	94	273
1818	159	140
1819	147	194
1820	198	193
1821	149	289
1822	179	23
1823	97	243
1824	44	268
1825	73	106
1826	68	1
1827	7	155
1828	66	201
1829	82	150
1830	51	90
1831	3	49
1832	55	125
1833	157	33
1834	153	249
1835	162	163
1836	188	228
1837	105	29
1838	24	240
1839	20	76
1840	95	236
1841	62	100
1842	177	241
1843	122	283
1844	111	285
1845	116	38
1846	12	71
1847	79	209
1848	126	176
1849	138	144
1850	58	113
1851	9	116
1852	17	246
1853	82	173
1854	96	282
1855	80	158
1856	114	47
1857	6	140
1858	198	203
1859	55	141
1860	161	252
1861	111	245
1862	50	206
1863	97	212
1864	73	248
1865	93	160
1866	22	185
1867	192	30
1868	148	276
1869	50	19
1870	79	10
1871	93	184
1872	110	17
1873	110	270
1874	42	278
1875	141	285
1876	62	67
1877	135	134
1878	164	68
1879	28	119
1880	68	211
1881	43	195
1882	95	260
1883	84	285
1884	39	277
1885	144	22
1886	86	64
1887	15	232
1888	76	282
1889	53	58
1890	28	175
1891	99	131
1892	25	154
1893	45	265
1894	189	155
1895	56	155
1896	156	256
1897	145	207
1898	164	244
1899	27	205
1900	127	180
1901	141	85
1902	41	190
1903	105	30
1904	30	269
1905	14	263
1906	192	283
1907	52	226
1908	42	232
1909	106	289
1910	129	160
1911	2	203
1912	129	62
1913	58	172
1914	98	115
1915	190	169
1916	161	174
1917	111	161
1918	175	64
1919	47	147
1920	197	38
1921	147	14
1922	89	121
1923	111	251
1924	119	291
1925	97	14
1926	57	51
1927	9	31
1928	118	9
1929	127	299
1930	69	284
1931	122	230
1932	189	152
1933	15	115
1934	78	217
1935	175	298
1936	108	12
1937	195	156
1938	159	288
1939	47	74
1940	130	136
1941	195	155
1942	179	272
1943	56	191
1944	108	136
1945	189	254
1946	115	70
1947	29	13
1948	103	290
1949	21	281
1950	66	52
1951	90	261
1952	20	147
1953	101	74
1954	39	157
1955	61	189
1956	159	118
1957	69	267
1958	194	29
1959	173	12
1960	46	130
1961	168	281
1962	155	9
1963	84	93
1964	179	280
1965	1	248
1966	172	88
1967	182	144
1968	2	32
1969	84	123
1970	81	10
1971	89	5
1972	30	95
1973	11	55
1974	177	75
1975	15	126
1976	21	20
1977	142	269
1978	66	153
1979	19	20
1980	14	59
1981	70	78
1982	104	143
1983	153	151
1984	96	260
1985	177	259
1986	135	137
1987	127	59
1988	198	248
1989	157	139
1990	195	72
1991	84	194
1992	173	174
1993	145	239
1994	116	5
1995	30	148
1996	3	106
1997	68	62
1998	137	55
1999	99	202
2000	109	164
2001	140	6
2002	73	62
2003	149	193
2004	86	154
2005	181	151
2006	144	189
2007	18	249
2008	155	211
2009	79	281
2010	150	291
2011	184	140
2012	143	118
2013	170	97
2014	24	128
2015	103	242
2016	66	35
2017	183	130
2018	108	121
2019	57	197
2020	167	25
2021	73	20
2022	22	194
2023	154	115
2024	54	153
2025	87	294
2026	158	167
2027	184	173
2028	124	71
2029	60	291
2030	71	128
2031	105	1
2032	1	30
2033	35	182
2034	143	196
2035	58	112
2036	84	221
2037	21	200
2038	121	257
2039	72	22
2040	124	141
2041	11	182
2042	198	160
2043	4	232
2044	39	102
2045	162	92
2046	21	94
2047	60	123
2048	111	109
2049	13	3
2050	95	50
2051	133	184
2052	44	19
2053	112	16
2054	91	77
2055	194	230
2056	175	69
2057	70	266
2058	74	275
2059	2	141
2060	17	119
2061	83	113
2062	168	295
2063	54	33
2064	87	208
2065	23	73
2066	158	105
2067	119	137
2068	160	133
2069	78	280
2070	194	289
2071	64	280
2072	74	14
2073	86	262
2074	192	124
2075	9	191
2076	71	179
2077	185	24
2078	150	87
2079	153	71
2080	158	136
2081	123	228
2082	29	219
2083	195	158
2084	126	268
2085	17	278
2086	106	23
2087	100	36
2088	16	143
2089	2	240
2090	111	119
2091	29	7
2092	130	143
2093	177	59
2094	85	156
2095	140	154
2096	135	46
2097	29	155
2098	70	167
2099	158	192
2100	14	270
2101	49	21
2102	66	34
2103	21	85
2104	20	242
2105	1	83
2106	57	290
2107	135	119
2108	62	179
2109	22	201
2110	168	234
2111	21	34
2112	39	172
2113	51	114
2114	186	294
2115	154	156
2116	137	110
2117	146	197
2118	31	23
2119	138	162
2120	74	181
2121	20	184
2122	104	128
2123	46	211
2124	95	224
2125	42	225
2126	90	36
2127	159	87
2128	159	40
2129	175	227
2130	172	217
2131	70	35
2132	8	144
2133	117	275
2134	48	7
2135	49	70
2136	180	171
2137	60	72
2138	136	146
2139	118	229
2140	69	164
2141	180	56
2142	155	6
